FrameID, Prepare, Placement, Opacity, Upload, Render, Total
554, 1114, 359, 2424, 529, 9917, 14346
555, 1066, 153, 175, 141, 10144, 11682
556, 993, 176, 16, 278, 10205, 11669
557, 1166, 128, 20, 74, 10464, 11854
558, 915, 171, 227, 194, 9931, 11439
559, 1395, 172, 30, 618, 9934, 12151
560, 920, 178, 16, 284, 9959, 11359
561, 901, 153, 11, 253, 10164, 11483
562, 767, 132, 10, 103, 9921, 10935
563, 756, 132, 9, 103, 10458, 11459
564, 867, 146, 9, 203, 10045, 11272
565, 892, 555, 31, 100, 10137, 11717
566, 918, 1949, 2136, 484, 10604, 16095
567, 1014, 550, 35, 97, 9920, 11618
568, 950, 2036, 2060, 513, 9892, 15454
569, 1057, 706, 32, 98, 10206, 12100
570, 1139, 1738, 2116, 521, 10295, 15811
571, 833, 473, 24, 97, 9998, 11426
572, 970, 1967, 1931, 523, 10042, 15434
573, 925, 615, 32, 277, 10190, 12041
574, 790, 143, 10, 101, 10431, 11477
575, 955, 2185, 2098, 489, 9906, 15635
576, 962, 537, 25, 275, 10079, 11880
577, 1025, 2048, 2519, 629, 10606, 16829
578, 1128, 534, 25, 95, 9907, 11690
579, 981, 2116, 2160, 552, 10315, 16127
580, 1021, 704, 34, 103, 10145, 12009
581, 1446, 1841, 2120, 653, 10469, 16532
582, 895, 630, 31, 210, 10235, 12003
583, 1120, 2040, 2151, 627, 10491, 16430
584, 1245, 532, 25, 99, 10304, 12207
585, 979, 2074, 2156, 624, 10039, 15874
586, 994, 691, 34, 101, 9938, 11761
587, 994, 1963, 2094, 563, 10132, 15747
588, 976, 810, 39, 105, 9762, 11694
589, 984, 1997, 2089, 569, 10122, 15762
590, 1020, 689, 34, 103, 9964, 11811
591, 1027, 2188, 2080, 653, 10245, 16195
592, 1026, 663, 34, 281, 9981, 11987
593, 1008, 1968, 2236, 734, 11018, 16966
594, 1087, 498, 32, 275, 9981, 11874
595, 1214, 1875, 2404, 612, 10948, 17054
596, 908, 487, 27, 232, 11599, 13255
597, 1283, 1771, 2073, 596, 10905, 16629
598, 865, 531, 24, 108, 9771, 11301
599, 950, 2047, 2560, 709, 10685, 16952
600, 1053, 493, 26, 94, 9965, 11633
601, 1000, 1928, 2032, 563, 10139, 15663
602, 1144, 1034, 44, 107, 10433, 12763
603, 1391, 2472, 2166, 773, 10788, 17592
604, 851, 447, 22, 89, 10256, 11668
605, 1369, 2028, 2243, 595, 10399, 16635
606, 861, 496, 22, 91, 9957, 11430
607, 967, 2064, 2058, 533, 10587, 16210
608, 1155, 615, 26, 95, 10037, 11930
