FrameID, Prepare, Placement, Opacity, Upload, Reproject, Symbol, Render, Total
889, 1992, 0, 0, 2546, 596, 768, 1896, 7798
890, 2522, 0, 0, 1952, 984, 935, 2109, 8503
891, 2503, 0, 0, 2112, 675, 850, 2100, 8240
892, 2367, 0, 0, 2072, 776, 949, 2255, 8420
893, 2597, 0, 0, 1650, 684, 876, 2017, 7824
894, 2018, 0, 0, 2600, 1059, 1381, 2478, 9537
895, 2034, 0, 0, 2476, 666, 849, 2389, 8414
896, 2147, 0, 0, 2414, 673, 849, 2121, 8205
897, 3104, 0, 0, 1296, 1177, 1209, 2561, 9348
898, 2780, 0, 0, 323, 847, 1125, 2769, 7845
899, 2807, 0, 0, 1678, 1138, 1189, 2898, 9711
900, 3122, 0, 0, 1304, 855, 1126, 2566, 8975
901, 2709, 0, 0, 1669, 838, 1095, 3037, 9349
902, 2660, 0, 0, 1890, 904, 1592, 2804, 9851
903, 3288, 0, 0, 361, 903, 1783, 2169, 8504
904, 3381, 0, 0, 321, 902, 1690, 2186, 8481
905, 3038, 0, 0, 1233, 892, 1075, 2739, 8977
906, 2711, 0, 0, 1679, 1344, 1250, 2602, 9586
907, 3349, 0, 0, 989, 878, 1173, 2436, 8825
908, 3304, 0, 0, 303, 1196, 1455, 3663, 9922
909, 3961, 0, 0, 220, 1191, 1824, 3814, 11011
910, 4113, 0, 0, 199, 1477, 1602, 3357, 10749
911, 2760, 0, 0, 226, 1001, 1236, 2621, 7845
912, 2859, 0, 0, 1523, 861, 1086, 2839, 9169
913, 2989, 0, 0, 1080, 1108, 1538, 2420, 9137
914, 3371, 0, 0, 921, 868, 1094, 2524, 8778
915, 3478, 0, 0, 1176, 1208, 1464, 4036, 11363
916, 3888, 0, 0, 314, 1170, 1817, 4080, 11270
917, 3037, 0, 0, 1109, 848, 1074, 2764, 8834
918, 2599, 0, 0, 1474, 877, 1082, 2490, 8522
919, 2891, 0, 0, 1370, 874, 1111, 2762, 9009
920, 2834, 0, 0, 1017, 870, 1421, 2557, 8700
921, 4134, 0, 0, 220, 1181, 1453, 3349, 10339
922, 3500, 0, 0, 478, 1177, 1470, 4115, 10741
923, 3305, 0, 0, 896, 848, 1528, 2376, 8954
924, 2498, 0, 0, 178, 1231, 1195, 2962, 8064
925, 3125, 0, 0, 875, 849, 1069, 2632, 8550
926, 2823, 0, 0, 1551, 1016, 1100, 2766, 9257
927, 2868, 0, 0, 404, 857, 1452, 3084, 8667
928, 2822, 0, 0, 1167, 848, 1077, 2501, 8416
929, 2715, 0, 0, 1496, 998, 1217, 3125, 9553
930, 3010, 0, 0, 801, 841, 1247, 2699, 8599
931, 3016, 0, 0, 207, 831, 1103, 2968, 8126
932, 3106, 0, 0, 820, 635, 855, 3074, 8492
933, 2346, 0, 0, 1551, 638, 1063, 2948, 8547
934, 2505, 0, 0, 1327, 629, 841, 2065, 7368
935, 2177, 0, 0, 1992, 639, 970, 3230, 9009
936, 2057, 0, 0, 2090, 799, 994, 2000, 7941
937, 2565, 0, 0, 1971, 652, 1016, 3194, 9399
938, 2400, 0, 0, 1589, 1123, 1040, 2291, 8444
939, 3435, 0, 0, 1303, 653, 1154, 2244, 8790
940, 1892, 0, 0, 1972, 582, 797, 2475, 7719
941, 2331, 0, 0, 1749, 584, 757, 1900, 7322
942, 1906, 0, 0, 1907, 603, 762, 2400, 7579
943, 2097, 0, 0, 2016, 571, 811, 2106, 7602
944, 2220, 0, 0, 1898, 572, 758, 1943, 7392
945, 1959, 0, 0, 2269, 565, 752, 1925, 7472
946, 2482, 0, 0, 1466, 729, 833, 1836, 7347
947, 2266, 0, 0, 1644, 561, 1025, 1972, 7469
948, 3317, 0, 0, 658, 564, 782, 1939, 7262
949, 2757, 0, 0, 1144, 640, 1053, 2879, 8474
950, 2433, 0, 0, 186, 643, 841, 2076, 6180
951, 2559, 0, 0, 1664, 631, 843, 2040, 7738
952, 2131, 0, 0, 2110, 633, 840, 2146, 7860
953, 2887, 0, 0, 995, 774, 887, 2222, 7766
954, 2374, 0, 0, 1273, 655, 925, 2168, 7396
955, 2697, 0, 0, 1443, 646, 840, 2080, 7707
956, 2082, 0, 0, 2049, 1020, 1133, 2875, 9160
957, 2709, 0, 0, 1032, 819, 1274, 2529, 8363
958, 3099, 0, 0, 791, 826, 1071, 2724, 8512
959, 3166, 0, 0, 341, 821, 1088, 3340, 8757
960, 2702, 0, 0, 1243, 1043, 1254, 2415, 8658
961, 2837, 0, 0, 1125, 826, 1752, 2256, 8798
962, 2161, 0, 0, 154, 825, 1075, 2166, 6383
963, 2558, 0, 0, 1022, 950, 1359, 3440, 9330
964, 3059, 0, 0, 652, 822, 1163, 2505, 8203
965, 3219, 0, 0, 780, 822, 1076, 2802, 8701
966, 3009, 0, 0, 669, 832, 1197, 2728, 8436
967, 3222, 0, 0, 872, 1020, 1414, 2406, 8935
968, 2905, 0, 0, 857, 808, 1071, 2468, 8110
969, 3041, 0, 0, 1049, 807, 1124, 2524, 8546
970, 2731, 0, 0, 1204, 960, 1506, 2404, 8805
971, 2861, 0, 0, 676, 800, 1070, 2485, 7892
972, 2673, 0, 0, 323, 1018, 1184, 2547, 7746
973, 2631, 0, 0, 813, 890, 1137, 2657, 8129
974, 2706, 0, 0, 1273, 840, 1320, 2650, 8790
975, 2395, 0, 0, 172, 873, 1275, 2603, 7320
976, 2591, 0, 0, 1237, 826, 1072, 2666, 8393
977, 2664, 0, 0, 1125, 819, 1902, 2508, 9020
978, 3252, 0, 0, 777, 811, 1067, 2487, 8394
979, 2741, 0, 0, 1172, 1003, 1254, 2436, 8607
980, 2958, 0, 0, 980, 1000, 1118, 2539, 8596
981, 2584, 0, 0, 984, 979, 1184, 3348, 9080
982, 3057, 0, 0, 367, 1325, 1756, 2605, 9111
983, 2767, 0, 0, 1263, 815, 1096, 2938, 8881
984, 2687, 0, 0, 1103, 817, 1477, 2426, 8510
985, 3327, 0, 0, 662, 896, 1207, 2394, 8487
986, 2678, 0, 0, 1174, 980, 1226, 2881, 8940
987, 3017, 0, 0, 989, 1125, 1466, 2472, 9070
988, 3242, 0, 0, 217, 1423, 1579, 4190, 10652
989, 3052, 0, 0, 637, 802, 1236, 2432, 8161
990, 2715, 0, 0, 1143, 791, 1089, 3162, 8900
991, 2423, 0, 0, 116, 807, 1256, 2501, 7104
992, 2823, 0, 0, 160, 597, 851, 2760, 7191
993, 2710, 0, 0, 101, 739, 1132, 2303, 6986
994, 2627, 0, 0, 1084, 584, 845, 2323, 7464
995, 2445, 0, 0, 1124, 568, 1255, 2043, 7435
996, 2596, 0, 0, 1604, 567, 849, 2237, 7854
997, 2531, 0, 0, 1038, 1183, 1074, 1680, 7507
998, 2187, 0, 0, 1344, 503, 766, 2076, 6877
999, 2427, 0, 0, 2261, 257, 561, 3391, 8898
1000, 4350, 0, 0, 3572, 269, 795, 2922, 11908
1001, 1843, 0, 0, 3605, 477, 2651, 1666, 10243
1002, 2152, 0, 0, 1180, 567, 884, 1355, 6139
1003, 2965, 0, 0, 692, 474, 501, 1783, 6416
1004, 2307, 0, 0, 1370, 469, 496, 1367, 6011
1005, 2725, 0, 0, 850, 474, 497, 1756, 6303
1006, 4350, 0, 0, 1021, 500, 507, 1401, 7780
1007, 2836, 0, 0, 1089, 469, 711, 1528, 6633
1008, 2069, 0, 0, 1592, 465, 512, 1495, 6134
1009, 2047, 0, 0, 1733, 479, 499, 1453, 6212
1010, 2527, 0, 0, 1398, 525, 589, 1900, 6940
1011, 2107, 0, 0, 1916, 530, 554, 1567, 6675
1012, 2795, 0, 0, 946, 530, 556, 1521, 6349
1013, 2783, 0, 0, 118, 533, 638, 1716, 5789
1014, 2388, 0, 0, 112, 527, 563, 1778, 5369
1015, 2556, 0, 0, 114, 524, 557, 2095, 5847
1016, 2152, 0, 0, 1616, 519, 560, 1542, 6390
1017, 3090, 0, 0, 690, 785, 860, 1832, 7258
1018, 2788, 0, 0, 1113, 682, 706, 1911, 7200
1019, 3472, 0, 0, 357, 680, 703, 2029, 7241
1020, 2844, 0, 0, 872, 877, 803, 2075, 7473
1021, 2930, 0, 0, 589, 673, 703, 1856, 6753
1022, 3171, 0, 0, 729, 669, 716, 2120, 7406
1023, 3377, 0, 0, 277, 688, 705, 1853, 6901
1024, 3255, 0, 0, 615, 1055, 1381, 2463, 8769
1025, 3209, 0, 0, 206, 1121, 1033, 3379, 8950
1026, 4220, 0, 0, 210, 1149, 1195, 2438, 9213
1027, 3970, 0, 0, 210, 905, 998, 3160, 9244
1028, 3550, 0, 0, 212, 1185, 1074, 2522, 8544
1029, 3876, 0, 0, 214, 955, 971, 2765, 8781
1030, 3962, 0, 0, 208, 901, 942, 2730, 8744
1031, 2772, 0, 0, 872, 1195, 1064, 2660, 8564
1032, 3532, 0, 0, 209, 1071, 1066, 2600, 8480
1033, 3406, 0, 0, 181, 733, 706, 1888, 6915
1034, 2727, 0, 0, 127, 852, 865, 2108, 6681
1035, 3852, 0, 0, 119, 901, 1328, 2307, 8507
1036, 3066, 0, 0, 127, 753, 962, 1916, 6825
1037, 2743, 0, 0, 127, 658, 711, 2376, 6616
1038, 2797, 0, 0, 172, 942, 1102, 2439, 7453
1039, 2911, 0, 0, 348, 810, 704, 2002, 6776
1040, 2673, 0, 0, 1174, 736, 700, 2138, 7423
1041, 3416, 0, 0, 179, 869, 962, 2055, 7483
1042, 3080, 0, 0, 282, 734, 833, 1866, 6796
1043, 3043, 0, 0, 659, 734, 896, 1878, 7211
1044, 3814, 0, 0, 213, 1052, 963, 2930, 8973
1045, 3837, 0, 0, 193, 1263, 1106, 2728, 9128
1046, 4087, 0, 0, 214, 1050, 1458, 2922, 9732
1047, 3386, 0, 0, 372, 1003, 1064, 3080, 8907
1048, 2973, 0, 0, 656, 731, 740, 2086, 7186
1049, 3679, 0, 0, 239, 1201, 1082, 3054, 9256
1050, 3771, 0, 0, 205, 1332, 980, 2311, 8600
1051, 2632, 0, 0, 151, 922, 840, 1581, 6128
1052, 2384, 0, 0, 1158, 743, 649, 1529, 6464
1053, 2899, 0, 0, 735, 562, 608, 1639, 6443
1054, 1993, 0, 0, 1779, 737, 681, 1369, 6560
1055, 2996, 0, 0, 232, 502, 518, 1428, 5677
1056, 2776, 0, 0, 635, 585, 572, 1875, 6443
1057, 2545, 0, 0, 115, 573, 563, 1932, 5730
1058, 2720, 0, 0, 114, 644, 562, 1693, 5735
1059, 2375, 0, 0, 114, 653, 581, 1778, 5502
1060, 2471, 0, 0, 79, 565, 742, 1943, 5800
1061, 2525, 0, 0, 103, 562, 649, 1725, 5566
1062, 2250, 0, 0, 101, 562, 582, 1476, 4972
1063, 2801, 0, 0, 534, 610, 580, 1593, 6119
1064, 2237, 0, 0, 178, 531, 617, 1568, 5132
1065, 2384, 0, 0, 1081, 603, 558, 1473, 6100
1066, 2601, 0, 0, 825, 682, 572, 1480, 6161
1067, 2640, 0, 0, 818, 594, 561, 1629, 6243
1068, 2337, 0, 0, 1141, 603, 558, 1448, 6088
1069, 2621, 0, 0, 559, 592, 558, 1531, 5862
1070, 2521, 0, 0, 793, 683, 727, 1593, 6319
1071, 2743, 0, 0, 720, 784, 715, 2109, 7071
1072, 2404, 0, 0, 897, 603, 560, 1747, 6211
1073, 2786, 0, 0, 536, 608, 563, 1616, 6109
1074, 2591, 0, 0, 856, 599, 555, 1695, 6297
1075, 2944, 0, 0, 335, 773, 700, 1929, 6683
1076, 2926, 0, 0, 432, 774, 718, 2047, 6898
1077, 3034, 0, 0, 178, 770, 1072, 2223, 7278
1078, 2763, 0, 0, 858, 986, 805, 1755, 7168
1079, 2735, 0, 0, 1187, 776, 829, 1863, 7391
1080, 3162, 0, 0, 292, 767, 700, 1959, 6880
1081, 3146, 0, 0, 118, 740, 712, 2335, 7052
1082, 2863, 0, 0, 129, 729, 704, 2130, 6556
1083, 3437, 0, 0, 224, 726, 702, 1816, 6906
1084, 2822, 0, 0, 128, 775, 940, 2252, 6917
1085, 3094, 0, 0, 96, 1097, 815, 1828, 6930
1086, 2843, 0, 0, 105, 723, 807, 2165, 6644
1087, 3585, 0, 0, 111, 713, 803, 2070, 7283
1088, 2767, 0, 0, 916, 729, 727, 2730, 7870
1089, 2825, 0, 0, 872, 728, 717, 1948, 7091
1090, 2833, 0, 0, 167, 735, 716, 2174, 6625
1091, 2763, 0, 0, 710, 779, 976, 2335, 7563
1092, 3994, 0, 0, 210, 1283, 1019, 2530, 9037
1093, 3602, 0, 0, 216, 1005, 1277, 3792, 9893
1094, 3170, 0, 0, 255, 729, 695, 2120, 6970
1095, 2727, 0, 0, 979, 923, 811, 2103, 7543
1096, 3486, 0, 0, 212, 995, 981, 2754, 8429
1097, 4259, 0, 0, 198, 998, 950, 2286, 8693
1098, 3411, 0, 0, 338, 1281, 1263, 2512, 8806
1099, 3855, 0, 0, 213, 1175, 1214, 2283, 8740
1100, 3867, 0, 0, 217, 996, 944, 2671, 8696
1101, 3756, 0, 0, 211, 990, 1057, 2371, 8387
1102, 3599, 0, 0, 212, 982, 1068, 2991, 8853
1103, 2867, 0, 0, 208, 1011, 1083, 3079, 8249
1104, 3722, 0, 0, 195, 1007, 975, 2438, 8338
1105, 3453, 0, 0, 205, 989, 1296, 2552, 8496
1106, 3862, 0, 0, 119, 978, 1238, 2230, 8428
1107, 3674, 0, 0, 108, 1238, 1125, 2096, 8243
1108, 3737, 0, 0, 133, 989, 950, 2650, 8461
1109, 3654, 0, 0, 135, 1152, 1093, 2730, 8765
1110, 3678, 0, 0, 128, 1030, 981, 2428, 8246
1111, 3568, 0, 0, 115, 991, 959, 2302, 7937
1112, 2367, 0, 0, 113, 722, 745, 1734, 5682
1113, 1905, 0, 0, 253, 559, 564, 1597, 4879
1114, 2509, 0, 0, 185, 554, 557, 1675, 5480
1115, 2591, 0, 0, 1029, 723, 672, 1497, 6512
1116, 2359, 0, 0, 162, 576, 779, 1632, 5510
1117, 3179, 0, 0, 334, 829, 970, 1989, 7302
1118, 2777, 0, 0, 673, 866, 827, 2116, 7260
1119, 3698, 0, 0, 173, 752, 985, 1992, 7601
1120, 2588, 0, 0, 698, 751, 774, 2046, 6858
1121, 2273, 0, 0, 1184, 572, 591, 1306, 5926
1122, 3026, 0, 0, 556, 573, 557, 1613, 6326
1123, 2169, 0, 0, 1289, 576, 580, 1534, 6149
1124, 2843, 0, 0, 868, 576, 552, 1480, 6320
1125, 2403, 0, 0, 949, 716, 749, 1522, 6340
