FrameID, Prepare, Placement, Opacity, Upload, Render, Total
261, 792, 0, 0, 2400, 14406, 17598
262, 4887, 0, 0, 2691, 20875, 28454
263, 4179, 0, 0, 3948, 13690, 21818
264, 3455, 0, 0, 4029, 13632, 21117
265, 854, 0, 0, 5191, 14991, 21037
266, 872, 0, 0, 5067, 16126, 22066
267, 4161, 0, 0, 2650, 13990, 20802
268, 3406, 0, 0, 3588, 16078, 23073
269, 806, 0, 0, 5883, 14895, 21585
270, 917, 0, 0, 5380, 14083, 20381
271, 1444, 0, 0, 3365, 13816, 18626
272, 808, 0, 0, 2517, 13942, 17268
273, 905, 0, 0, 2158, 15061, 18125
274, 998, 0, 0, 2260, 14559, 17818
275, 869, 0, 0, 2388, 15678, 18936
276, 2049, 0, 0, 2709, 16984, 21742
277, 849, 0, 0, 2341, 14672, 17862
278, 991, 0, 0, 2601, 20077, 23670
279, 1178, 0, 0, 2527, 15757, 19464
280, 1084, 0, 0, 2806, 15446, 19337
281, 1587, 0, 0, 2664, 15584, 19836
282, 1799, 0, 0, 3443, 14242, 19486
283, 6066, 0, 0, 2438, 14621, 23127
284, 2671, 0, 0, 4548, 18739, 25959
285, 779, 0, 0, 4953, 14819, 20552
286, 812, 0, 0, 5522, 22929, 29264
287, 866, 0, 0, 2421, 13753, 17041
288, 1103, 0, 0, 3868, 15017, 19989
289, 878, 0, 0, 2503, 15576, 18958
290, 1061, 0, 0, 3130, 14016, 18207
291, 845, 0, 0, 2387, 14304, 17537
292, 969, 0, 0, 2457, 14780, 18208
293, 1432, 0, 0, 2847, 14000, 18280
294, 1075, 0, 0, 2431, 15250, 18757
295, 984, 0, 0, 2317, 15222, 18523
296, 1627, 0, 0, 2582, 16141, 20351
297, 898, 0, 0, 2301, 16097, 19297
298, 863, 0, 0, 2670, 16075, 19609
299, 887, 0, 0, 2455, 15195, 18538
300, 954, 0, 0, 2411, 14700, 18066
301, 990, 0, 0, 2448, 15669, 19109
302, 1753, 0, 0, 3150, 19556, 24459
303, 2498, 0, 0, 2597, 16015, 21111
